cliente,vendedor,unidade,mes,produto,status,marca,tipo_pagamento,tipo_frete,prazo,valor_total
Sr. Bryan Nunes,Paulo Castro,da Cunha,2025-07,Fertilizante Integral 10kg,Entregue,TerraForte,Pagamento parcelado,CIF,de 31 à 60,"18838,776"
Isaque Moura,Yasmin Melo,da Mata,2025-07,Semente Integral 1kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"4855,935"
Maysa Alves,Maria Laura Lima,Barros,2025-09,Produto Orgânico Orgânico 25kg,Entregue,TerraForte,Prazo,CIF,até 30,"34722,744"
Kaique Andrade,Sr. Bento Guerra,Costela do Norte,2025-07,Soja Orgânico 25kg,A Entregar,VittaMais,Prazo,CIF,até 30,"5080,92"
Larissa Gonçalves,Dra. Maria Luiza Vasconcelos,da Rocha,2025-07,Herbicida Natural 20kg,Entregue,BlueFarm,Pagamento à vista,CIF,até 30,"1957,373"
Beatriz Cassiano,Dr. Bryan Moreira,Ribeiro do Sul,2025-07,Fertilizante Fortificado 5L,Entregue,NovaTech,Pagamento à vista,CIF,até 30,"8043,227"
Sr. Otávio Rocha,Sra. Julia Vieira,Ribeiro,2025-07,Arroz Extra 1kg,Entregue,SkyMarket,Pagamento à vista,CIF,até 30,"4567,203"
Maria Luiza Silva,Liz Duarte,Câmara,2025-07,Ração Select 5L,Entregue,TerraForte,Prazo,CIF,de 61 à 120,"6262,093"
Pietro Duarte,Henrique Cavalcanti,Guerra Alegre,2025-07,Açúcar Premium 10kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"12651,678"
João Gabriel Cavalcanti,Sarah Albuquerque,Monteiro dos Dourados,2025-06,Óleo Vegetal Fortificado 250ml,A Entregar,SmartAgro,Pagamento parcelado,CIF,de 121 à 180,"11371,324"
Ana Júlia Garcia,Marina Peixoto,Cirino das Flores,2025-06,Café Natural 10kg,A Entregar,EcoLine,Pagamento parcelado,CIF,de 121 à 180,"988,811"
Heloísa Siqueira,Ana Sophia Ferreira,Cassiano,2025-06,Inseticida Premium 1L,A Entregar,VittaMais,Pagamento parcelado,CIF,de 121 à 180,"10629,716"
Allana Guerra,Maria Helena Mendonça,Vasconcelos,2025-07,Semente Natural 5L,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"40947,34"
Vitor Hugo Sá,Nicole Pereira,Fogaça,2025-07,Ração Integral 20kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"12313,263"
Dra. Zoe Moraes,Sra. Catarina Monteiro,Araújo das Pedras,2025-07,Herbicida Fortificado 20kg,Novo,BlueFarm,Crédito Rural,CIF,de 31 à 60,"4148,168"
Manuela Abreu,Pedro Henrique Alves,Albuquerque das Flores,2025-07,Fertilizante Fortificado 20kg,Entregue,BlueFarm,Prazo,CIF,de 61 à 120,"8136,034"
Maria Isis Pires,Sr. Lorenzo Cavalcante,Araújo do Sul,2025-07,Inseticida Tradicional 250ml,Entregue,BioVida,Prazo,CIF,de 31 à 60,"19894,332"
Valentim Brito,Dr. Pedro Miguel Souza,Cassiano da Serra,2025-07,Soja Refinado 250ml,Entregue,SkyMarket,Prazo,CIF,até 30,"3924,12"
Dr. Lucas Pires,Manuela Brito,Pires,2025-06,Arroz Refinado 500g,Entregue,AgroPlus,Prazo,CIF,até 30,"17108,263"
Fernando Costela,Sra. Isabela das Neves,Oliveira de Rodrigues,2025-06,Inseticida Extra 25kg,Entregue,TerraForte,Prazo,CIF,até 30,"5390,275"
Luiz Gustavo Cardoso,Cecilia Monteiro,Pires do Norte,2025-07,Açúcar Especial 5L,Novo,SkyMarket,Crédito Rural,CIF,de 31 à 60,"4795,001"
Vinícius Nascimento,Eloah Abreu,Mendonça da Praia,2025-06,Farinha Orgânico 10kg,A Entregar,TerraForte,Prazo,CIF,de 61 à 120,"34549,318"
Marcelo Sousa,Sr. Bruno Ramos,Vieira do Norte,2025-07,Herbicida Fortificado 25kg,Entregue,SkyMarket,Prazo,CIF,de 61 à 120,"15778,975"
Sarah Nogueira,Dr. Oliver Monteiro,Silveira Alegre,2025-07,Milho Natural 20kg,Novo,NovaTech,Prazo,CIF,de 31 à 60,"548,542"
Cecília Andrade,Sra. Emanuelly Gomes,Silva de Monteiro,2025-07,Suplemento Especial 25kg,Novo,SmartAgro,Prazo,CIF,de 31 à 60,"1128,677"
Maria Liz Azevedo,Rhavi Montenegro,da Rocha,2025-07,Herbicida Premium 10kg,Novo,BlueFarm,Prazo,CIF,de 31 à 60,"534,34"
Maysa Monteiro,Ana Laura Castro,Rodrigues Verde,2025-07,Açúcar Refinado 25kg,Entregue,TerraForte,Prazo,CIF,de 61 à 120,"1257,246"
Maria Helena Brito,Davi Lucca Ramos,Lima,2025-07,Fertilizante Especial 25kg,Entregue,EcoLine,Prazo,CIF,de 61 à 120,"36852,606"
Rafael Guerra,Henrique Jesus,Novaes de Minas,2025-07,Farinha Fortificado 5L,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"25310,856"
Fernando Garcia,Sra. Luísa Gomes,da Conceição do Galho,2025-07,Ração Tradicional 500g,Entregue,PrimeFood,Prazo,CIF,mais que 180,"3557,956"
Clara Andrade,Clara Brito,Pastor de Minas,2025-07,Milho Extra 5L,Entregue,TerraForte,Prazo,CIF,mais que 180,"8283,122"
Luísa Sampaio,Dom da Rocha,Marques,2025-07,Semente Orgânico 500g,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"3581,017"
Pietra Cassiano,Ana Carolina Macedo,Rezende,2025-07,Milho Extra 10kg,Entregue,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"2756,071"
Gael Sousa,Bella Viana,da Mota,2025-06,Feijão Integral 10kg,Entregue,BioVida,Prazo,CIF,até 30,"1072,655"
Fernanda Vasconcelos,Dra. Júlia Vargas,Azevedo,2025-09,Produto Orgânico Fortificado 500g,Entregue,PrimeFood,Prazo,CIF,até 30,"3622,265"
Manuella Sales,Liam Gomes,da Mota,2025-07,Farinha Fortificado 10kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"72182,81"
João Pedro Farias,Dra. Maitê da Cruz,da Costa do Sul,2025-07,Semente Fortificado 1kg,Entregue,BlueFarm,Prazo,CIF,mais que 180,"89769,168"
José Miguel Almeida,Maria Clara Cirino,da Cruz,2025-07,Inseticida Select 1L,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"30935,49"
Gabriel Vasconcelos,Gabrielly da Luz,Sampaio,2025-07,Suplemento Premium 10kg,Entregue,VittaMais,Prazo,CIF,de 121 à 180,"76194,112"
Maria Alice Aragão,Raquel da Mota,Azevedo,2025-07,Farinha Refinado 20kg,Entregue,SmartAgro,Pagamento parcelado,CIF,de 61 à 120,"1148,363"
Srta. Eloá das Neves,Ian Peixoto,Machado,2025-07,Suplemento Natural 20kg,Entregue,EcoLine,Prazo,FOB,até 30,"215610,992"
Dante Rocha,Thales Câmara,Monteiro,2025-07,Arroz Select 10kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"10275,195"
João Lucas Costa,Calebe da Cruz,Castro de Ferreira,2025-07,Suplemento Refinado 500g,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"8924,42"
Clarice Jesus,Evelyn Rodrigues,Andrade das Pedras,2025-07,Farinha Orgânico 20kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"4871,204"
Stella da Mata,Dr. Eduardo Sá,Fernandes,2025-07,Semente Fortificado 5L,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"17895,712"
Gabriel Farias,Miguel Aparecida,Aragão de da Rocha,2025-07,Ração Refinado 1kg,Entregue,SkyMarket,Prazo,CIF,mais que 180,"4871,204"
Luiz Felipe Fogaça,Eduarda Costela,Freitas Paulista,2025-07,Produto Orgânico Refinado 250ml,Entregue,NovaTech,Prazo,CIF,mais que 180,"10275,195"
Julia Fonseca,Eloah Cunha,Moura do Oeste,2025-07,Óleo Vegetal Natural 5L,Entregue,SmartAgro,Prazo,FOB,até 30,"63820,854"
Henry Sales,Vitor Hugo Ferreira,Leão dos Dourados,2025-07,Adubo Natural 5L,Entregue,BlueFarm,Prazo,CIF,de 61 à 120,"4169,542"
Cecilia Cavalcanti,Nina Cassiano,Novais,2025-07,Herbicida Natural 25kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"8202,592"
Igor Campos,Lucas Viana,Novaes,2025-07,Inseticida Orgânico 20kg,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"17382,677"
Cauê Andrade,Alice Câmara,Moura,2025-07,Óleo Vegetal Fortificado 25kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"35538,316"
Marcos Vinicius Mendonça,Rafaela Farias,Casa Grande do Sul,2025-07,Ração Especial 500g,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"15727,184"
Pedro Henrique Moraes,Nina da Paz,Marques das Pedras,2025-07,Açúcar Natural 10kg,Entregue,AgroPlus,Prazo,CIF,até 30,"27054,492"
Joana Teixeira,Srta. Bruna Silveira,Cirino do Sul,2025-07,Fertilizante Tradicional 500g,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"18502,235"
Liz Siqueira,Caroline Pimenta,Barbosa,2025-07,Farinha Tradicional 5L,Entregue,PrimeFood,Prazo,CIF,até 30,"2948,246"
Marcelo Siqueira,Bernardo Jesus,Camargo,2025-07,Produto Orgânico Premium 20kg,Entregue,PrimeFood,Prazo,CIF,até 30,"16648,918"
Laís Farias,Hellena Farias,Novaes da Serra,2025-07,Café Select 500g,Entregue,BioVida,Prazo,FOB,mais que 180,"11205,622"
Isis Porto,Ravi Guerra,Carvalho,2025-07,Milho Premium 500g,Entregue,BioVida,Prazo,CIF,de 31 à 60,"20904,892"
Caio Mendes,Henrique Lopes,Correia Alegre,2025-07,Feijão Select 10kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"1903,001"
Srta. Alexia Pires,Manuella Lopes,da Rosa,2025-07,Inseticida Natural 500g,Entregue,BioVida,Crédito Rural,CIF,de 31 à 60,"14989,651"
Anthony Gabriel Barbosa,Luna Mendes,Brito de Pinto,2025-07,Produto Orgânico Natural 5L,Entregue,SmartAgro,Pagamento à vista,CIF,até 30,"3327,534"
Dra. Joana Cassiano,Milena da Mata,Cardoso,2025-07,Feijão Tradicional 500g,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"3426,715"
Otto Costela,Maria Julia Abreu,Vasconcelos do Amparo,2025-07,Arroz Select 5L,Entregue,SmartAgro,Pagamento à vista,CIF,até 30,"5575,138"
Bárbara Rezende,Amanda Pires,Viana,2025-07,Semente Extra 250ml,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"4555,954"
Rhavi Moreira,Sra. Daniela Pinto,da Cruz Grande,2025-07,Soja Refinado 1L,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"1462,405"
Srta. Ana Laura Borges,Ágatha da Mata,Ramos de Pastor,2025-07,Fertilizante Select 5L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"3802,253"
Anthony Gabriel Guerra,Zoe da Cruz,Rios do Galho,2025-07,Café Extra 20kg,Entregue,PrimeFood,Prazo,FOB,até 30,"129366,595"
Antony Correia,Helena Caldeira,Moraes de Alves,2025-07,Fertilizante Refinado 20kg,Entregue,PrimeFood,Prazo,FOB,até 30,"172488,793"
Srta. Sofia Rios,Maria Luísa Borges,Sousa,2025-09,Adubo Especial 20kg,Entregue,BlueFarm,Prazo,CIF,mais que 180,"1958,498"
Bianca Aparecida,Dr. Samuel Aragão,Sampaio,2025-07,Arroz Refinado 250ml,Entregue,SmartAgro,Prazo,CIF,até 30,"7049,542"
Srta. Ana Vitória da Rosa,Alícia da Cruz,Martins da Serra,2025-07,Ração Fortificado 1kg,Novo,SmartAgro,Prazo,CIF,mais que 180,"7363,115"
Rhavi Machado,Gael Henrique Campos,Macedo Alegre,2025-07,Fertilizante Natural 5L,Entregue,BioVida,Prazo,CIF,mais que 180,"10275,195"
Apollo Garcia,Luigi Andrade,Abreu,2025-07,Óleo Vegetal Select 1L,Novo,SmartAgro,Prazo,CIF,de 31 à 60,"5249,659"
Thomas da Cunha,Raquel Novaes,Dias,2025-07,Feijão Orgânico 10kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"34797,739"
Isaque Cardoso,Sra. Alana Cavalcanti,Rocha,2025-07,Óleo Vegetal Premium 250ml,A Entregar,PrimeFood,Prazo,CIF,até 30,"11777,985"
Helena Montenegro,Dra. Natália Porto,Pacheco,2025-07,Óleo Vegetal Natural 10kg,A Entregar,SmartAgro,Prazo,CIF,até 30,"20938,64"
Dr. Lucca Sousa,Thomas Oliveira,Nascimento do Norte,2025-07,Suplemento Natural 250ml,Entregue,VittaMais,Prazo,CIF,até 30,"126348,041"
Sr. Lucas Brito,Dom das Neves,Santos,2025-07,Arroz Extra 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"10158,09"
Eduardo Porto,Maitê Rodrigues,Sampaio,2025-07,Fertilizante Select 1kg,Entregue,PrimeFood,Prazo,CIF,até 30,"17012,645"
Manuela Cassiano,Alice Marques,Ramos das Pedras,2025-07,Suplemento Natural 250ml,Entregue,SmartAgro,Prazo,CIF,até 30,"327,166"
Vitor Camargo,Letícia Fernandes,Nascimento,2025-07,Inseticida Refinado 250ml,Entregue,PrimeFood,Prazo,CIF,até 30,"22423,543"
Dr. Marcelo Alves,Bernardo Sampaio,Farias da Mata,2025-07,Milho Especial 1kg,Entregue,SmartAgro,Prazo,CIF,até 30,"153083,804"
Maria Júlia Moreira,Pietro Viana,Barbosa da Praia,2025-07,Arroz Tradicional 25kg,Entregue,PrimeFood,Pagamento parcelado,CIF,de 31 à 60,"35688,306"
Liam Ramos,Cauê Sampaio,Garcia das Pedras,2025-07,Arroz Refinado 500g,Entregue,TerraForte,Prazo,FOB,até 30,"141440,811"
Dr. Vitor Gabriel Aparecida,Evelyn Marques,Novaes da Prata,2025-07,Inseticida Natural 5L,Entregue,SkyMarket,Prazo,FOB,até 30,"23717,209"
Lucca Nunes,Isadora Cirino,Camargo de Cunha,2025-07,Café Extra 1kg,Entregue,SkyMarket,Prazo,CIF,até 30,"2290,164"
Isaac Dias,Sr. Guilherme Barbosa,Garcia Verde,2025-07,Café Select 20kg,Entregue,TerraForte,Prazo,FOB,até 30,"53471,526"
Dra. Melina Pereira,Cecília Azevedo,da Conceição,2025-07,Milho Orgânico 25kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"15420,873"
Clara Porto,João Aparecida,Rios Alegre,2025-07,Milho Natural 25kg,Entregue,TerraForte,Pagamento parcelado,CIF,de 61 à 120,"17623,855"
Matheus Gomes,Sophie Cardoso,Rocha,2025-07,Adubo Fortificado 250ml,Novo,EcoLine,Prazo,FOB,mais que 180,"495,718"
Francisco Moura,Ana Luiza Costela,Machado,2025-07,Ração Integral 500g,Entregue,NovaTech,Prazo,CIF,mais que 180,"32622,88"
Ana Cecília Duarte,Guilherme Fernandes,Rios,2025-07,Ração Especial 1L,Novo,BioVida,Crédito Rural,CIF,de 31 à 60,"2283,602"
Isaque Barbosa,Sr. Gabriel Fernandes,Castro da Mata,2025-07,Fertilizante Especial 1L,Entregue,BioVida,Prazo,CIF,de 31 à 60,"35097,72"
André Rezende,Raul Ferreira,da Mata,2025-07,Açúcar Extra 5L,Entregue,BioVida,Prazo,FOB,até 30,"22423,543"
Mariane Câmara,Isis Barbosa,Ramos,2025-07,Arroz Tradicional 10kg,Entregue,NovaTech,Prazo,FOB,até 30,"129366,595"
Liz Caldeira,Ravi Costa,Melo Verde,2025-07,Adubo Tradicional 500g,Entregue,SkyMarket,Prazo,CIF,até 30,"10435,572"
Sophie Pinto,Lucca Azevedo,Duarte,2025-07,Arroz Premium 1kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"5754,001"
Agatha Abreu,Anthony Gabriel Moura,Leão,2025-07,Inseticida Extra 500g,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"523,091"
Ester Costa,Melina Câmara,da Cruz,2025-07,Açúcar Integral 1kg,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"9961,228"
Ayla Montenegro,Bernardo da Cunha,Cassiano,2025-07,Suplemento Fortificado 500g,Entregue,VittaMais,Prazo,CIF,de 121 à 180,"5112,793"
Daniela Lima,Davi Lucca Mendes,Abreu de Pimenta,2025-07,Fertilizante Refinado 1kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"4527,831"
Dr. Luiz Miguel Mendes,Maria Julia Montenegro,Fernandes,2025-07,Fertilizante Refinado 25kg,Entregue,AgroPlus,Pagamento à vista,CIF,até 30,"2598,581"
Vitor Gabriel Caldeira,Sra. Luiza Barbosa,da Conceição,2025-07,Café Fortificado 500g,Entregue,BlueFarm,Prazo,CIF,mais que 180,"25705,517"
Kaique da Mota,Alícia Pinto,Pinto dos Dourados,2025-07,Fertilizante Premium 20kg,A Entregar,EcoLine,Crédito Rural,CIF,de 31 à 60,"7061,729"
Isabel Duarte,Ana Beatriz Araújo,Sales da Serra,2025-07,Inseticida Fortificado 5L,A Entregar,NovaTech,Prazo,CIF,de 31 à 60,"8775,367"
Eloá Gonçalves,Davi Luiz Caldeira,Camargo,2025-07,Milho Tradicional 10kg,A Entregar,BioVida,Prazo,CIF,de 31 à 60,"7589,507"
Letícia Pires,Yuri Pacheco,Lima,2025-07,Semente Tradicional 250ml,Entregue,SkyMarket,Prazo,CIF,mais que 180,"4871,204"
Dra. Pietra Silveira,Bianca Siqueira,Carvalho Grande,2025-07,Açúcar Natural 25kg,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"19798,714"
Matteo Moreira,Liam Moraes,Lima,2025-07,Semente Tradicional 1kg,Entregue,TerraForte,Pagamento parcelado,CIF,de 31 à 60,"1762,385"
Isaac Vargas,Maria Fernanda Rios,Porto,2025-07,Adubo Natural 10kg,Entregue,AgroPlus,Prazo,CIF,de 121 à 180,"4829,686"
Anna Liz Vasconcelos,Raquel Cavalcanti,Pastor de Goiás,2025-07,Feijão Orgânico 5L,Entregue,PrimeFood,Prazo,CIF,até 30,"1438,163"
Maria Liz Ramos,Ana Luiza Carvalho,Rezende,2025-07,Óleo Vegetal Premium 500g,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"11313,952"
Mariane Aparecida,Gabriel Almeida,Camargo Grande,2025-07,Herbicida Fortificado 1L,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"9554,004"
Alexia Aparecida,Stella Mendonça,Câmara,2025-07,Fertilizante Select 20kg,Entregue,BlueFarm,Pagamento à vista,CIF,até 30,"1778,322"
Lara Correia,Bella da Cruz,Teixeira,2025-07,Adubo Integral 20kg,Entregue,BlueFarm,Prazo,CIF,até 30,"1778,322"
João Novaes,Matteo Santos,Santos de Oliveira,2025-07,Arroz Fortificado 250ml,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"8971,292"
Matteo Fonseca,Sra. Maria Vitória Sousa,da Paz,2025-07,Inseticida Especial 10kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"5045,297"
Isadora da Conceição,Mateus Souza,Macedo das Pedras,2025-07,Adubo Select 10kg,Entregue,BlueFarm,Prazo,CIF,mais que 180,"12908,536"
Benjamim Pimenta,Raul Freitas,Ramos,2025-07,Produto Orgânico Refinado 25kg,A Entregar,VittaMais,Crédito Rural,CIF,de 31 à 60,"13499,123"
Ana Vitória da Conceição,Sra. Maria Clara Borges,da Paz,2025-07,Açúcar Refinado 1kg,A Entregar,TerraForte,Crédito Rural,CIF,de 31 à 60,"7531,386"
Ian Caldeira,Isabel da Mota,da Luz,2025-07,Inseticida Integral 500g,Entregue,BlueFarm,Prazo,CIF,até 30,"7799,493"
Maria Montenegro,Vitor Hugo Fonseca,Vargas de Cunha,2025-07,Herbicida Premium 1L,Entregue,SmartAgro,Prazo,FOB,de 31 à 60,"3464,775"
Bernardo Moraes,Antony Pereira,Pacheco,2025-07,Inseticida Natural 250ml,Entregue,TerraForte,Prazo,FOB,de 31 à 60,"4252,224"
Helena Teixeira,Sra. Olívia Vargas,Mendonça dos Dourados,2025-07,Café Fortificado 1kg,Entregue,SkyMarket,Prazo,CIF,de 61 à 120,"53490,275"
Henrique Cassiano,Dra. Bianca Barros,Cunha da Mata,2025-07,Adubo Extra 1L,Entregue,SmartAgro,Prazo,CIF,mais que 180,"4871,204"
Evelyn Duarte,Olívia Brito,Machado de Mendes,2025-09,Herbicida Select 25kg,Entregue,SkyMarket,Prazo,CIF,mais que 180,"2750,446"
Sra. Mariana da Cruz,Lavínia Nascimento,Borges da Prata,2025-07,Suplemento Especial 1kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"25705,517"
Luigi das Neves,José Miguel Nascimento,Monteiro,2025-07,Óleo Vegetal Select 500g,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"19798,714"
Ravy Cirino,Sra. Stephany da Mota,Moraes,2025-07,Produto Orgânico Select 25kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"10275,195"
Rhavi Borges,Maria Flor Sousa,Cardoso,2025-07,Soja Fortificado 250ml,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"13500,998"
Beatriz Vieira,Sr. Murilo Nascimento,Monteiro do Amparo,2025-07,Ração Natural 500g,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"9956,541"
Felipe da Paz,Liz Cassiano,Santos,2025-07,Arroz Premium 250ml,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"10799,298"
Bruno Siqueira,Felipe Mendonça,da Cunha de Goiás,2025-07,Herbicida Select 250ml,Entregue,SmartAgro,Prazo,CIF,até 30,"14399,064"
Kaique Sales,Marina da Cruz,Abreu de Minas,2025-07,Feijão Refinado 1kg,Novo,SkyMarket,Prazo,FOB,mais que 180,"1242,107"
Maria Julia Duarte,Sra. Amanda Sampaio,Montenegro,2025-07,Milho Tradicional 1kg,Novo,VittaMais,Prazo,FOB,mais que 180,"3412,466"
Levi Moraes,Aylla Siqueira,da Costa,2025-07,Farinha Integral 1kg,A Entregar,EcoLine,Crédito Rural,FOB,de 31 à 60,"1754,886"
Sr. Bryan Costa,Dr. Kevin Araújo,Albuquerque,2025-07,Milho Natural 5L,A Entregar,AgroPlus,Prazo,CIF,mais que 180,"5013,424"
Levi Farias,Yago Jesus,da Cunha,2025-07,Feijão Natural 500g,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"13967,843"
Vinicius Moraes,Srta. Nina Cirino,Barros,2025-07,Semente Select 25kg,Novo,BlueFarm,Prazo,FOB,mais que 180,"1524,688"
Marcelo Casa Grande,Alana Rodrigues,Montenegro do Amparo,2025-07,Inseticida Tradicional 1L,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"1390,691"
Matheus Siqueira,Igor da Cruz,Pacheco,2025-07,Inseticida Select 500g,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"4638,074"
Maria Cecília Barbosa,Caroline Câmara,Porto das Flores,2025-07,Feijão Select 20kg,Entregue,AgroPlus,Pagamento à vista,CIF,até 30,"1869,535"
Alana Rocha,Ana Júlia Aragão,Freitas,2025-07,Óleo Vegetal Fortificado 25kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"21092,38"
Dr. Francisco Brito,Leandro Sales,da Mota do Sul,2025-07,Açúcar Fortificado 10kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"11549,25"
Vitória Fogaça,Sofia Machado,Ferreira de Silva,2025-07,Milho Select 10kg,A Entregar,AgroPlus,Prazo,CIF,mais que 180,"5448,865"
Ana Vitória Silva,Maria Alice Peixoto,Camargo Verde,2025-07,Açúcar Especial 5L,A Entregar,VittaMais,Prazo,CIF,mais que 180,"14893,564"
Anna Liz da Mota,Camila Costela,Mendonça,2025-07,Semente Integral 5L,Entregue,SmartAgro,Prazo,CIF,mais que 180,"16729,444"
Léo Moraes,Heloísa Mendes,Porto do Sul,2025-07,Soja Integral 25kg,Entregue,SmartAgro,Crédito ICMS,CIF,até 30,"2094,614"
Srta. Bruna Vasconcelos,Vicente da Rocha,Silva do Norte,2025-07,Ração Orgânico 25kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"9186,903"
Ana Guerra,Júlia Ribeiro,Cardoso,2025-07,Soja Natural 25kg,Entregue,EcoLine,Prazo,CIF,até 30,"17098,889"
Vicente Monteiro,Ana Júlia Albuquerque,da Cruz,2025-07,Inseticida Fortificado 250ml,Entregue,BlueFarm,Prazo,CIF,mais que 180,"2952,933"
Davi Lucca Novais,Pietro Silveira,da Cruz,2025-07,Inseticida Select 1kg,Novo,NovaTech,Crédito Rural,CIF,de 31 à 60,"3412,278"
Maria Liz Casa Grande,Daniela da Costa,Leão,2025-07,Feijão Natural 10kg,Entregue,NovaTech,Prazo,CIF,mais que 180,"66231,947"
Sr. Vitor Gabriel Garcia,Maitê Moraes,Câmara da Serra,2025-07,Herbicida Tradicional 25kg,Novo,NovaTech,Crédito Rural,CIF,de 31 à 60,"3569,768"
Emanuelly da Conceição,Gustavo Pimenta,Santos,2025-07,Feijão Select 10kg,Novo,VittaMais,Crédito Rural,CIF,de 31 à 60,"5343,403"
Beatriz Lopes,Vinícius Carvalho,Andrade,2025-07,Inseticida Fortificado 500g,Novo,AgroPlus,Crédito Rural,CIF,de 31 à 60,"5905,866"
Luiz Otávio Sampaio,Emilly da Rosa,Casa Grande do Amparo,2025-07,Milho Integral 500g,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"639,183"
Thomas Sales,Yan Souza,da Mata do Sul,2025-07,Óleo Vegetal Premium 1L,A Entregar,SkyMarket,Crédito Rural,CIF,de 31 à 60,"14989,651"
Marcela Porto,Dr. Leandro Pastor,da Mata do Amparo,2025-07,Arroz Integral 25kg,A Entregar,SmartAgro,Crédito Rural,CIF,de 31 à 60,"14989,651"
Isadora Lima,Davi Moura,da Rosa Verde,2025-07,Herbicida Especial 20kg,Entregue,VittaMais,Pagamento parcelado,FOB,de 31 à 60,"44547,106"
Diego Ferreira,Maria Alice Ferreira,Ferreira,2025-07,Óleo Vegetal Refinado 500g,Entregue,PrimeFood,Prazo,CIF,de 61 à 120,"7953,233"
Marcelo Casa Grande,Sr. Cauã Fogaça,Oliveira,2025-07,Café Especial 25kg,Entregue,BlueFarm,Pagamento parcelado,CIF,de 61 à 120,"6299,591"
Carlos Eduardo Nogueira,Dr. Dante Aparecida,Pinto Alegre,2025-07,Suplemento Tradicional 20kg,Entregue,EcoLine,Crédito Rural,FOB,de 31 à 60,"14385,003"
André Moura,Manuela da Paz,Fonseca,2025-07,Adubo Select 1L,Entregue,VittaMais,Prazo,CIF,mais que 180,"4983,239"
Hadassa Castro,Nina Vieira,Cirino,2025-07,Feijão Integral 1kg,Entregue,BioVida,Prazo,CIF,mais que 180,"6407,021"
Vinícius da Cruz,Sr. Lucas Gabriel Camargo,Porto de Goiás,2025-07,Herbicida Refinado 25kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"14593,771"
Melissa da Luz,Sarah Machado,Vasconcelos,2025-07,Produto Orgânico Integral 5L,Entregue,TerraForte,Prazo,CIF,mais que 180,"4271,347"
Benicio da Rocha,Davi Rezende,Vieira do Amparo,2025-07,Açúcar Fortificado 250ml,Entregue,TerraForte,Prazo,CIF,mais que 180,"5695,13"
Laura Jesus,Hadassa Pereira,Duarte do Campo,2025-07,Produto Orgânico Select 250ml,A Entregar,SmartAgro,Crédito Rural,CIF,de 31 à 60,"6411,146"
Maria Helena Cavalcanti,Asafe Fernandes,da Conceição,2025-07,Ração Tradicional 1L,Entregue,EcoLine,Prazo,CIF,mais que 180,"113625,118"
Isis Rezende,Vitor Hugo da Cruz,da Cruz de Goiás,2025-07,Herbicida Select 20kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"8556,757"
